﻿wkt_geom,time,altitude,latitude,longitude,productivity
Point (-121.89579770000000281 36.60417174999999901),2/16/16,0,36.60417175,-121.8957977,nan
Point (-121.85420229999999719 36.60417174999999901),2/16/16,0,36.60417175,-121.8542023,nan
Point (-121.8125 36.60417174999999901),2/16/16,0,36.60417175,-121.8125,nan
Point (-121.77079770000000281 36.60417174999999901),2/16/16,0,36.60417175,-121.7707977,nan
Point (-121.72920229999999719 36.60417174999999901),2/16/16,0,36.60417175,-121.7292023,nan
Point (-121.6875 36.60417174999999901),2/16/16,0,36.60417175,-121.6875,nan
Point (-122.0625 36.56251144000000153),2/16/16,0,36.56251144,-122.0625,691.0072
Point (-122.02079770000000281 36.56251144000000153),2/16/16,0,36.56251144,-122.0207977,691.0072
Point (-121.97920229999999719 36.56251144000000153),2/16/16,0,36.56251144,-121.9792023,nan
Point (-121.9375 36.56251144000000153),2/16/16,0,36.56251144,-121.9375,nan
Point (-121.89579770000000281 36.56251144000000153),2/16/16,0,36.56251144,-121.8957977,nan
Point (-121.85420229999999719 36.56251144000000153),2/16/16,0,36.56251144,-121.8542023,nan
Point (-121.8125 36.56251144000000153),2/16/16,0,36.56251144,-121.8125,nan
Point (-121.77079770000000281 36.56251144000000153),2/16/16,0,36.56251144,-121.7707977,nan
Point (-121.72920229999999719 36.56251144000000153),2/16/16,0,36.56251144,-121.7292023,nan
Point (-121.6875 36.56251144000000153),2/16/16,0,36.56251144,-121.6875,nan
Point (-122.0625 36.52083969000000252),2/16/16,0,36.52083969,-122.0625,710.3971
Point (-122.02079770000000281 36.52083969000000252),2/16/16,0,36.52083969,-122.0207977,788.35925
Point (-121.97920229999999719 36.52083969000000252),2/16/16,0,36.52083969,-121.9792023,nan
Point (-121.9375 36.52083969000000252),2/16/16,0,36.52083969,-121.9375,nan
Point (-121.89579770000000281 36.52083969000000252),2/16/16,0,36.52083969,-121.8957977,nan
Point (-121.85420229999999719 36.52083969000000252),2/16/16,0,36.52083969,-121.8542023,nan
Point (-121.8125 36.52083969000000252),2/16/16,0,36.52083969,-121.8125,nan
Point (-121.77079770000000281 36.52083969000000252),2/16/16,0,36.52083969,-121.7707977,nan
Point (-121.72920229999999719 36.52083969000000252),2/16/16,0,36.52083969,-121.7292023,nan
Point (-121.6875 36.52083969000000252),2/16/16,0,36.52083969,-121.6875,nan
Point (-122.10420229999999719 36.47917174999999901),2/16/16,0,36.47917175,-122.1042023,1563.658
Point (-122.0625 36.47917174999999901),2/16/16,0,36.47917175,-122.0625,785.41516
Point (-122.02079770000000281 36.47917174999999901),2/16/16,0,36.47917175,-122.0207977,nan
Point (-121.97920229999999719 36.47917174999999901),2/16/16,0,36.47917175,-121.9792023,nan
Point (-121.9375 36.47917174999999901),2/16/16,0,36.47917175,-121.9375,nan
Point (-121.89579770000000281 36.47917174999999901),2/16/16,0,36.47917175,-121.8957977,nan
Point (-121.85420229999999719 36.47917174999999901),2/16/16,0,36.47917175,-121.8542023,nan
Point (-121.8125 36.47917174999999901),2/16/16,0,36.47917175,-121.8125,nan
Point (-121.77079770000000281 36.47917174999999901),2/16/16,0,36.47917175,-121.7707977,nan
Point (-121.72920229999999719 36.47917174999999901),2/16/16,0,36.47917175,-121.7292023,nan
Point (-122.14579770000000281 36.43751144000000153),2/16/16,0,36.43751144,-122.1457977,974.8061
Point (-122.10420229999999719 36.43751144000000153),2/16/16,0,36.43751144,-122.1042023,974.4505
Point (-122.0625 36.43751144000000153),2/16/16,0,36.43751144,-122.0625,844.8981
Point (-122.02079770000000281 36.43751144000000153),2/16/16,0,36.43751144,-122.0207977,nan
Point (-121.97920229999999719 36.43751144000000153),2/16/16,0,36.43751144,-121.9792023,nan
Point (-121.9375 36.43751144000000153),2/16/16,0,36.43751144,-121.9375,nan
Point (-121.89579770000000281 36.43751144000000153),2/16/16,0,36.43751144,-121.8957977,nan
Point (-121.85420229999999719 36.43751144000000153),2/16/16,0,36.43751144,-121.8542023,nan
Point (-121.8125 36.43751144000000153),2/16/16,0,36.43751144,-121.8125,nan
Point (-121.77079770000000281 36.43751144000000153),2/16/16,0,36.43751144,-121.7707977,nan
Point (-122.3125 36.39583969000000252),2/16/16,0,36.39583969,-122.3125,1031.381
Point (-122.1875 36.39583969000000252),2/16/16,0,36.39583969,-122.1875,855.0553
Point (-122.14579770000000281 36.39583969000000252),2/16/16,0,36.39583969,-122.1457977,953.1273
Point (-122.10420229999999719 36.39583969000000252),2/16/16,0,36.39583969,-122.1042023,1076.0825
Point (-122.0625 36.39583969000000252),2/16/16,0,36.39583969,-122.0625,1076.0825
Point (-122.02079770000000281 36.39583969000000252),2/16/16,0,36.39583969,-122.0207977,1104.2583
Point (-121.97920229999999719 36.39583969000000252),2/16/16,0,36.39583969,-121.9792023,nan
Point (-121.9375 36.39583969000000252),2/16/16,0,36.39583969,-121.9375,nan
Point (-121.89579770000000281 36.39583969000000252),2/16/16,0,36.39583969,-121.8957977,nan
Point (-121.85420229999999719 36.39583969000000252),2/16/16,0,36.39583969,-121.8542023,nan
Point (-121.8125 36.39583969000000252),2/16/16,0,36.39583969,-121.8125,nan
Point (-122.3125 36.35417174999999901),2/16/16,0,36.35417175,-122.3125,1197.1549
Point (-122.1875 36.35417174999999901),2/16/16,0,36.35417175,-122.1875,722.60645
Point (-122.14579770000000281 36.35417174999999901),2/16/16,0,36.35417175,-122.1457977,939.9947
Point (-122.10420229999999719 36.35417174999999901),2/16/16,0,36.35417175,-122.1042023,939.9947
Point (-122.0625 36.35417174999999901),2/16/16,0,36.35417175,-122.0625,1112.2981
Point (-122.02079770000000281 36.35417174999999901),2/16/16,0,36.35417175,-122.0207977,1425.8677
Point (-121.97920229999999719 36.35417174999999901),2/16/16,0,36.35417175,-121.9792023,962.7698
Point (-121.9375 36.35417174999999901),2/16/16,0,36.35417175,-121.9375,nan
Point (-121.89579770000000281 36.35417174999999901),2/16/16,0,36.35417175,-121.8957977,nan
Point (-121.85420229999999719 36.35417174999999901),2/16/16,0,36.35417175,-121.8542023,nan
Point (-122.3125 36.31251144000000153),2/16/16,0,36.31251144,-122.3125,935.6239
Point (-122.27079770000000281 36.31251144000000153),2/16/16,0,36.31251144,-122.2707977,939.17773
Point (-122.22920229999999719 36.31251144000000153),2/16/16,0,36.31251144,-122.2292023,767.29065
Point (-122.1875 36.31251144000000153),2/16/16,0,36.31251144,-122.1875,767.29065
Point (-122.14579770000000281 36.31251144000000153),2/16/16,0,36.31251144,-122.1457977,849.22974
Point (-122.10420229999999719 36.31251144000000153),2/16/16,0,36.31251144,-122.1042023,872.22894
Point (-122.0625 36.31251144000000153),2/16/16,0,36.31251144,-122.0625,1098.9115
Point (-122.02079770000000281 36.31251144000000153),2/16/16,0,36.31251144,-122.0207977,879.7741
Point (-121.97920229999999719 36.31251144000000153),2/16/16,0,36.31251144,-121.9792023,915.50006
Point (-121.9375 36.31251144000000153),2/16/16,0,36.31251144,-121.9375,915.50006
Point (-122.27079770000000281 36.27083969000000252),2/16/16,0,36.27083969,-122.2707977,876.0863
Point (-122.22920229999999719 36.27083969000000252),2/16/16,0,36.27083969,-122.2292023,876.0863
Point (-122.1875 36.27083969000000252),2/16/16,0,36.27083969,-122.1875,961.88904
Point (-122.14579770000000281 36.27083969000000252),2/16/16,0,36.27083969,-122.1457977,1006.16943
Point (-122.10420229999999719 36.27083969000000252),2/16/16,0,36.27083969,-122.1042023,1064.5889
Point (-123.5625 38.22917937999999793),2/16/17,0,38.22917938,-123.5625,1050.8229
Point (-123.52079770000000281 38.22917937999999793),2/16/17,0,38.22917938,-123.5207977,3744.945
Point (-123.47920229999999719 38.22917937999999793),2/16/17,0,38.22917938,-123.4792023,1146.4254
Point (-123.4375 38.22917937999999793),2/16/17,0,38.22917938,-123.4375,1330.0809
Point (-123.39579770000000281 38.22917937999999793),2/16/17,0,38.22917938,-123.3957977,1756.0303
Point (-123.35420229999999719 38.22917937999999793),2/16/17,0,38.22917938,-123.3542023,1468.2292
Point (-123.3125 38.22917937999999793),2/16/17,0,38.22917938,-123.3125,1559.8505
Point (-123.27079770000000281 38.22917937999999793),2/16/17,0,38.22917938,-123.2707977,1460.262
Point (-123.22920229999999719 38.22917937999999793),2/16/17,0,38.22917938,-123.2292023,1950.5356
Point (-123.5625 38.18751144000000153),2/16/17,0,38.18751144,-123.5625,856.1576
Point (-123.52079770000000281 38.18751144000000153),2/16/17,0,38.18751144,-123.5207977,867.44867
Point (-123.47920229999999719 38.18751144000000153),2/16/17,0,38.18751144,-123.4792023,949.80914
Point (-123.4375 38.18751144000000153),2/16/17,0,38.18751144,-123.4375,1228.1635
Point (-123.39579770000000281 38.18751144000000153),2/16/17,0,38.18751144,-123.3957977,1305.0118
Point (-123.35420229999999719 38.18751144000000153),2/16/17,0,38.18751144,-123.3542023,1463.909
Point (-123.3125 38.18751144000000153),2/16/17,0,38.18751144,-123.3125,1478.6965
Point (-123.27079770000000281 38.18751144000000153),2/16/17,0,38.18751144,-123.2707977,1577.6575
Point (-123.22920229999999719 38.18751144000000153),2/16/17,0,38.18751144,-123.2292023,1959.5686
Point (-123.1875 38.18751144000000153),2/16/17,0,38.18751144,-123.1875,2056.5652
Point (-123.14579770000000281 38.18751144000000153),2/16/17,0,38.18751144,-123.1457977,2197.542
Point (-123.5625 38.14583969000000252),2/16/17,0,38.14583969,-123.5625,852.3684
Point (-123.52079770000000281 38.14583969000000252),2/16/17,0,38.14583969,-123.5207977,853.258
Point (-123.47920229999999719 38.14583969000000252),2/16/17,0,38.14583969,-123.4792023,919.46326
Point (-123.4375 38.14583969000000252),2/16/17,0,38.14583969,-123.4375,1049.3535
Point (-123.39579770000000281 38.14583969000000252),2/16/17,0,38.14583969,-123.3957977,1210.429
Point (-123.35420229999999719 38.14583969000000252),2/16/17,0,38.14583969,-123.3542023,1292.7789
Point (-123.3125 38.14583969000000252),2/16/17,0,38.14583969,-123.3125,1364.2727
Point (-123.27079770000000281 38.14583969000000252),2/16/17,0,38.14583969,-123.2707977,1469.2035
Point (-123.22920229999999719 38.14583969000000252),2/16/17,0,38.14583969,-123.2292023,1659.634
Point (-123.1875 38.14583969000000252),2/16/17,0,38.14583969,-123.1875,3252.7278
Point (-123.14579770000000281 38.14583969000000252),2/16/17,0,38.14583969,-123.1457977,2186.596
Point (-123.10420229999999719 38.14583969000000252),2/16/17,0,38.14583969,-123.1042023,2282.3362
Point (-123.0625 38.14583969000000252),2/16/17,0,38.14583969,-123.0625,2130.8643
Point (-123.5625 38.10417937999999793),2/16/17,0,38.10417938,-123.5625,984.7982
Point (-123.52079770000000281 38.10417937999999793),2/16/17,0,38.10417938,-123.5207977,953.69434
Point (-123.47920229999999719 38.10417937999999793),2/16/17,0,38.10417938,-123.4792023,1003.1916
Point (-123.4375 38.10417937999999793),2/16/17,0,38.10417938,-123.4375,1049.4456
Point (-123.39579770000000281 38.10417937999999793),2/16/17,0,38.10417938,-123.3957977,1132.5303
Point (-123.35420229999999719 38.10417937999999793),2/16/17,0,38.10417938,-123.3542023,1179.6412
Point (-123.3125 38.10417937999999793),2/16/17,0,38.10417938,-123.3125,1261.0848
Point (-123.27079770000000281 38.10417937999999793),2/16/17,0,38.10417938,-123.2707977,1512.0725
Point (-123.22920229999999719 38.10417937999999793),2/16/17,0,38.10417938,-123.2292023,1564.0358
Point (-123.1875 38.10417937999999793),2/16/17,0,38.10417938,-123.1875,3947.1584
Point (-123.14579770000000281 38.10417937999999793),2/16/17,0,38.10417938,-123.1457977,4971.8335
Point (-123.10420229999999719 38.10417937999999793),2/16/17,0,38.10417938,-123.1042023,4992.2266
Point (-123.0625 38.10417937999999793),2/16/17,0,38.10417938,-123.0625,4665.8257
Point (-123.02079770000000281 38.10417937999999793),2/16/17,0,38.10417938,-123.0207977,2473.5137
Point (-123.5625 38.06251144000000153),2/16/17,0,38.06251144,-123.5625,1098.384
Point (-123.52079770000000281 38.06251144000000153),2/16/17,0,38.06251144,-123.5207977,1091.6787
Point (-123.47920229999999719 38.06251144000000153),2/16/17,0,38.06251144,-123.4792023,1125.4607
Point (-123.4375 38.06251144000000153),2/16/17,0,38.06251144,-123.4375,1219.0641
Point (-123.39579770000000281 38.06251144000000153),2/16/17,0,38.06251144,-123.3957977,1210.3594
Point (-123.35420229999999719 38.06251144000000153),2/16/17,0,38.06251144,-123.3542023,1392.4291
Point (-123.3125 38.06251144000000153),2/16/17,0,38.06251144,-123.3125,1474.4656
Point (-123.27079770000000281 38.06251144000000153),2/16/17,0,38.06251144,-123.2707977,1659.668
Point (-123.22920229999999719 38.06251144000000153),2/16/17,0,38.06251144,-123.2292023,1746.724
Point (-123.1875 38.06251144000000153),2/16/17,0,38.06251144,-123.1875,1704.943
Point (-123.14579770000000281 38.06251144000000153),2/16/17,0,38.06251144,-123.1457977,2069.1306
Point (-123.10420229999999719 38.06251144000000153),2/16/17,0,38.06251144,-123.1042023,4767.594
Point (-123.0625 38.06251144000000153),2/16/17,0,38.06251144,-123.0625,4801.636
Point (-123.02079770000000281 38.06251144000000153),2/16/17,0,38.06251144,-123.0207977,1154.8683
Point (-122.97920229999999719 38.06251144000000153),2/16/17,0,38.06251144,-122.9792023,nan
Point (-123.52079770000000281 38.02083969000000252),2/16/17,0,38.02083969,-123.5207977,1127.0425
Point (-123.47920229999999719 38.02083969000000252),2/16/17,0,38.02083969,-123.4792023,1210.1718
Point (-123.4375 38.02083969000000252),2/16/17,0,38.02083969,-123.4375,1471.7529
Point (-123.39579770000000281 38.02083969000000252),2/16/17,0,38.02083969,-123.3957977,1400.4147
Point (-123.35420229999999719 38.02083969000000252),2/16/17,0,38.02083969,-123.3542023,1447.8552
Point (-123.3125 38.02083969000000252),2/16/17,0,38.02083969,-123.3125,1652.8677
Point (-123.27079770000000281 38.02083969000000252),2/16/17,0,38.02083969,-123.2707977,1746.2988
Point (-123.22920229999999719 38.02083969000000252),2/16/17,0,38.02083969,-123.2292023,1821.5674
Point (-123.1875 38.02083969000000252),2/16/17,0,38.02083969,-123.1875,1973.7004
Point (-123.14579770000000281 38.02083969000000252),2/16/17,0,38.02083969,-123.1457977,2114.7446
Point (-123.10420229999999719 38.02083969000000252),2/16/17,0,38.02083969,-123.1042023,2256.528
Point (-123.0625 38.02083969000000252),2/16/17,0,38.02083969,-123.0625,nan
Point (-123.02079770000000281 38.02083969000000252),2/16/17,0,38.02083969,-123.0207977,nan
Point (-122.97920229999999719 38.02083969000000252),2/16/17,0,38.02083969,-122.9792023,nan
Point (-122.9375 38.02083969000000252),2/16/17,0,38.02083969,-122.9375,nan
Point (-123.47920229999999719 37.97917174999999901),2/16/17,0,37.97917175,-123.4792023,1372.3328
Point (-123.4375 37.97917174999999901),2/16/17,0,37.97917175,-123.4375,1457.6407
Point (-123.39579770000000281 37.97917174999999901),2/16/17,0,37.97917175,-123.3957977,1536.9517
Point (-123.35420229999999719 37.97917174999999901),2/16/17,0,37.97917175,-123.3542023,1548.902
Point (-123.3125 37.97917174999999901),2/16/17,0,37.97917175,-123.3125,1491.9828
Point (-123.27079770000000281 37.97917174999999901),2/16/17,0,37.97917175,-123.2707977,1531.0364
Point (-123.22920229999999719 37.97917174999999901),2/16/17,0,37.97917175,-123.2292023,1643.9348
Point (-123.1875 37.97917174999999901),2/16/17,0,37.97917175,-123.1875,1825.9133
Point (-123.14579770000000281 37.97917174999999901),2/16/17,0,37.97917175,-123.1457977,2143.7175
Point (-123.10420229999999719 37.97917174999999901),2/16/17,0,37.97917175,-123.1042023,2473.8198
Point (-123.0625 37.97917174999999901),2/16/17,0,37.97917175,-123.0625,2610.2666
Point (-123.02079770000000281 37.97917174999999901),2/16/17,0,37.97917175,-123.0207977,2124.6726
Point (-122.97920229999999719 37.97917174999999901),2/16/17,0,37.97917175,-122.9792023,2125.3384
Point (-122.9375 37.97917174999999901),2/16/17,0,37.97917175,-122.9375,2035.448
Point (-122.89579770000000281 37.97917174999999901),2/16/17,0,37.97917175,-122.8957977,2051.1265
Point (-123.47920229999999719 37.93751144000000153),2/16/17,0,37.93751144,-123.4792023,1428.7031
Point (-123.4375 37.93751144000000153),2/16/17,0,37.93751144,-123.4375,1474.5381
Point (-123.39579770000000281 37.93751144000000153),2/16/17,0,37.93751144,-123.3957977,1554.3408
Point (-123.35420229999999719 37.93751144000000153),2/16/17,0,37.93751144,-123.3542023,1511.4929
Point (-123.3125 37.93751144000000153),2/16/17,0,37.93751144,-123.3125,4002.036
Point (-123.27079770000000281 37.93751144000000153),2/16/17,0,37.93751144,-123.2707977,3969.6707
Point (-123.22920229999999719 37.93751144000000153),2/16/17,0,37.93751144,-123.2292023,3930.5469
Point (-123.1875 37.93751144000000153),2/16/17,0,37.93751144,-123.1875,3778.1606
Point (-123.14579770000000281 37.93751144000000153),2/16/17,0,37.93751144,-123.1457977,6792.3623
Point (-123.10420229999999719 37.93751144000000153),2/16/17,0,37.93751144,-123.1042023,4358.597
Point (-123.0625 37.93751144000000153),2/16/17,0,37.93751144,-123.0625,2669.3345
Point (-123.02079770000000281 37.93751144000000153),2/16/17,0,37.93751144,-123.0207977,5102.263
Point (-122.97920229999999719 37.93751144000000153),2/16/17,0,37.93751144,-122.9792023,5600.902
Point (-122.9375 37.93751144000000153),2/16/17,0,37.93751144,-122.9375,4803.621
Point (-122.89579770000000281 37.93751144000000153),2/16/17,0,37.93751144,-122.8957977,4694.3403
Point (-123.4375 37.89583969000000252),2/16/17,0,37.89583969,-123.4375,1546.4308
Point (-123.39579770000000281 37.89583969000000252),2/16/17,0,37.89583969,-123.3957977,1481.2284
Point (-123.35420229999999719 37.89583969000000252),2/16/17,0,37.89583969,-123.3542023,1494.741
Point (-123.3125 37.89583969000000252),2/16/17,0,37.89583969,-123.3125,1478.4524
Point (-123.27079770000000281 37.89583969000000252),2/16/17,0,37.89583969,-123.2707977,4811.071
Point (-123.22920229999999719 37.89583969000000252),2/16/17,0,37.89583969,-123.2292023,8915.034
